Brand,Ship,Ship Name,Cabin Category Code,Ship Category Long Description,Inside or Outside Category
R,BR,BRILLIANCE OF THE SEAS,M,INSIDE STATEROOM W/2 LOWER BEDS THAT CONVERT,I
R,BR,BRILLIANCE OF THE SEAS,L,INSIDE STATEROOM WITH 2 LOWER BEDS THAT CONVERT,I
R,BR,BRILLIANCE OF THE SEAS,K,INSIDE STATEROOM,I
R,BR,BRILLIANCE OF THE SEAS,J3,JUNIOR SUITE,O
R,BR,BRILLIANCE OF THE SEAS,JS,JUNIOR SUITE  -  OCEANVIEW SUITE WITH SITTING AREA,O
R,BR,BRILLIANCE OF THE SEAS,OS,OWNER'S SUITE - 1 BDRM,O
R,BR,BRILLIANCE OF THE SEAS,I,LARGER OUTSIDE STATEROOM W/LARGER WINDOW,O
R,BR,BRILLIANCE OF THE SEAS,IC,TWO INTERIOR CONNECTED STATEROOMS,I
R,BR,BRILLIANCE OF THE SEAS,FO,FAMILY OCEANVIEW STATEROOM WITH SEPARATE SLEEPING,O
R,BR,BRILLIANCE OF THE SEAS,FS,FAMILY SUITE  -  TWO BED/BATHROOMS WITH 1 BATHTUB,O
R,BR,BRILLIANCE OF THE SEAS,FF,LARGER OUTSIDE STATEROOM SEPERATE AREAS FOR,O
R,BR,BRILLIANCE OF THE SEAS,GS,GRAND SUITE - 1 BDRM,O
R,BR,BRILLIANCE OF THE SEAS,H,LARGER OCEAN VIEW W/LARGER WINDOW,O
R,BR,BRILLIANCE OF THE SEAS,G,LARGER OUTSIDE OCEAN VIEW W/LARGER WINDOW,O
R,BR,BRILLIANCE OF THE SEAS,F,LARGER OUTSIDE OCEAN VIEW W/LARGER WINDOW,O
R,BR,BRILLIANCE OF THE SEAS,GT,GRAND SUITE - 2 BDRM,O
R,EN,ENCHANTMENT OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,EN,ENCHANTMENT OF THE SEAS,Y,OCEANVIEW STATEROOM GUARANTEE,X
R,EN,ENCHANTMENT OF THE SEAS,WS,DELUXE/SUITE GUARANTEE,X
R,EN,ENCHANTMENT OF THE SEAS,W,DELUXE STATEROOM GUARANTEE,X
R,EN,ENCHANTMENT OF THE SEAS,VO,OCEAN VIEW SUITE (NO BALCONY),O
R,EN,ENCHANTMENT OF THE SEAS,SH,SHARE GTY,X
R,EN,ENCHANTMENT OF THE SEAS,X,BALCONY STATEROOM GUARANTEE,X
R,EN,ENCHANTMENT OF THE SEAS,Q,"STANDARD INSIDE, SITTING AREA W/SOFA",I
R,EN,ENCHANTMENT OF THE SEAS,RS,ROYAL SUITE - 1 BDRM,O
R,EN,ENCHANTMENT OF THE SEAS,R,"ROYAL SUITE,SITTING AREA,WHIRLPOOL,BABY GRND PIANO",O
R,EN,ENCHANTMENT OF THE SEAS,PV,PREFERRED OCEAN VIEW STATEROOM,O
R,EN,ENCHANTMENT OF THE SEAS,P,"STANDARD INSIDE, SITTING AREA W/SOFA",I
R,EN,ENCHANTMENT OF THE SEAS,OS,OWNER'S SUITE - 1 BDRM,O
R,EN,ENCHANTMENT OF THE SEAS,OC,TWO OCEAN VIEW CONNECTED STATEROOMS,O
R,EN,ENCHANTMENT OF THE SEAS,YO,OCEAN VIEW GUARANTEE,X
R,EN,ENCHANTMENT OF THE SEAS,S,SINGLE GTY,X
R,EN,ENCHANTMENT OF THE SEAS,Z,INTERIOR STATEROOM GUARANTEE,X
R,EN,ENCHANTMENT OF THE SEAS,2N,OCEAN VIEW,O
R,EN,ENCHANTMENT OF THE SEAS,1B,SPACIOUS OCEAN VIEW BALCONY,O
R,EN,ENCHANTMENT OF THE SEAS,O,"STANDARD INSIDE, SITTING AREA W/SOFA",I
R,EN,ENCHANTMENT OF THE SEAS,6N,OCEAN VIEW,O
R,EN,ENCHANTMENT OF THE SEAS,4V,INTERIOR,I
R,EN,ENCHANTMENT OF THE SEAS,4N,OCEANVIEW,O
R,EN,ENCHANTMENT OF THE SEAS,3V,INTERIOR,I
R,EN,ENCHANTMENT OF THE SEAS,3N,OCEAN VIEW,O
R,EN,ENCHANTMENT OF THE SEAS,3B,SPACIOUS OCEAN VIEW BALCONY,O
R,EN,ENCHANTMENT OF THE SEAS,2V,INTERIOR,I
R,EN,ENCHANTMENT OF THE SEAS,6V,INTERIOR,I
R,EN,ENCHANTMENT OF THE SEAS,1V,INTERIOR,I
R,EN,ENCHANTMENT OF THE SEAS,1R,SPACIOUS INTERIOR,I
R,EN,ENCHANTMENT OF THE SEAS,1Q,SPACIOUS PROMENADE VIEW INTERIOR,I
R,EN,ENCHANTMENT OF THE SEAS,1N,OCEAN VIEW,O
R,EN,ENCHANTMENT OF THE SEAS,1M,SPACIOUS OCEAN VIEW,O
R,EN,ENCHANTMENT OF THE SEAS,1K,ULTRA SPACIOUS OCEAN VIEW,O
R,EN,ENCHANTMENT OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,EN,ENCHANTMENT OF THE SEAS,N,"STANDARD INSIDE, SITTING AREA W/SOFA",I
R,EN,ENCHANTMENT OF THE SEAS,2B,SPACIOUS OCEAN VIEW BALCONY,O
R,EN,ENCHANTMENT OF THE SEAS,L,"LARGER INSIDE, SITTING AREA W/SOFA",I
R,EN,ENCHANTMENT OF THE SEAS,CP,CONNECTING PROMENADE,I
R,EN,ENCHANTMENT OF THE SEAS,CO,CONNECTING OCEANVIEW,O
R,EN,ENCHANTMENT OF THE SEAS,CI,CONNECTING INSIDE,I
R,EN,ENCHANTMENT OF THE SEAS,CG,CREW CABIN CATEGORY- GUEST OUTFITTED STATEROOM,X
R,EN,ENCHANTMENT OF THE SEAS,CF,CREW CABIN CATEGORY- CREW FAMILY,X
R,EN,ENCHANTMENT OF THE SEAS,CB,CONNECTING BALCONY,B
R,EN,ENCHANTMENT OF THE SEAS,C,"SUITE, PRIVATE VERANDA, SITTING AREA",O
R,EN,ENCHANTMENT OF THE SEAS,BC,TWO BALCONY CONNECTED STATEROOMS,O
R,EN,ENCHANTMENT OF THE SEAS,B,"DELUXE SUITE, SITTING AREA, PRIVATE VERANDA",O
R,EN,ENCHANTMENT OF THE SEAS,AY,ACCESSIBLE OCEAN VIEW,O
R,EN,ENCHANTMENT OF THE SEAS,AX,ACCESSIBLE BALCONY,O
R,EN,ENCHANTMENT OF THE SEAS,AW,ACCESSIBLE SUITE,O
R,EN,ENCHANTMENT OF THE SEAS,AA,"FAMILY SUITE, 2 BEDROOMS, 2 BATHROOMS",O
R,EN,ENCHANTMENT OF THE SEAS,A,"OWNER'S SUITE,LIVING AREA,REGRIGERATOR W/BAR",O
R,EN,ENCHANTMENT OF THE SEAS,M,"STANDARD INSIDE, SITTING AREA W/SOFA",I
R,EN,ENCHANTMENT OF THE SEAS,CR,CREW CABIN CATEGORY,X
R,EN,ENCHANTMENT OF THE SEAS,D,"DELUXE OUTSIDE, SITTING AREA, PIVATE VERANDA",O
R,EN,ENCHANTMENT OF THE SEAS,AZ,ACCESSIBLE INSIDE,I
R,EN,ENCHANTMENT OF THE SEAS,D2,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,EN,ENCHANTMENT OF THE SEAS,D1,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,EN,ENCHANTMENT OF THE SEAS,K,"LARGER INSIDE, SITTING AREA W/SOFA",I
R,EN,ENCHANTMENT OF THE SEAS,J3,JUNIOR SUITE HIGH OCCUPANCY,O
R,EN,ENCHANTMENT OF THE SEAS,JS,JUNIOR SUITE - OCEANVIEW SUITE W/ BALCONY AND,O
R,EN,ENCHANTMENT OF THE SEAS,IC,TWO INTERIOR CONNECTED STATEROOMS,I
R,EN,ENCHANTMENT OF THE SEAS,I,"LARGER OUTSIDE, SITTING AREA W/SOFA",O
R,EN,ENCHANTMENT OF THE SEAS,H,"LARGER OUTSIDE, SITTING AREA W/SOFA",O
R,EN,ENCHANTMENT OF THE SEAS,G2,OCEANVIEW STATEROOM,O
R,EN,ENCHANTMENT OF THE SEAS,IR,SPACIOUS INTERIOR,I
R,EN,ENCHANTMENT OF THE SEAS,GT,GRAND SUITE - 2 BDRM,O
R,EN,ENCHANTMENT OF THE SEAS,G1,OCEANVIEW STATEROOM,O
R,EN,ENCHANTMENT OF THE SEAS,FI,FAMILY INTERIOR STATEROOM - 8 BERTHS AVAILABLE,I
R,EN,ENCHANTMENT OF THE SEAS,FO,FAMILY OCEANVIEW STATEROOM,O
R,EN,ENCHANTMENT OF THE SEAS,F,"LARGER OUTSIDE, SITTING AREA W/SOFA",O
R,EN,ENCHANTMENT OF THE SEAS,FS,FAMILY SUITE - 2 BED/BATHROOMS,O
R,EN,ENCHANTMENT OF THE SEAS,G,OCEANVIEW STATEROOM WITH SITTING AREA AND SOFA,O
R,EN,ENCHANTMENT OF THE SEAS,GS,GRAND SUITE - 1 BDRM,O
R,EX,EXPLORER OF THE SEAS,Y,OCEANVIEW STATEROOM GUARANTEE,X
R,EX,EXPLORER OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,EX,EXPLORER OF THE SEAS,XS,SPA GTY,X
R,EX,EXPLORER OF THE SEAS,YO,OCEAN VIEW GUARANTEE,X
R,EX,EXPLORER OF THE SEAS,1B,SPACIOUS OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,EX,EXPLORER OF THE SEAS,1D,OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,X,BALCONY STATEROOM GUARANTEE,X
R,EX,EXPLORER OF THE SEAS,1K,ULTRA SPACIOUS OCEAN VIEW,O
R,EX,EXPLORER OF THE SEAS,Z,INTERIOR STATEROOM GUARANTEE,X
R,EX,EXPLORER OF THE SEAS,WS,DELUXE/SUITE GTY,X
R,EX,EXPLORER OF THE SEAS,R,"ROYAL SUITE, LIVING ROOM, BABY GRAND PIANO,",O
R,EX,EXPLORER OF THE SEAS,VP,OCEAN VIEW PANORAMIC SUITE (NO BALCONY),O
R,EX,EXPLORER OF THE SEAS,1L,SPACIOUS PANORAMIC OCEAN VIEW,O
R,EX,EXPLORER OF THE SEAS,P1,PANORAMIC OCEAN VIEW STATEROOM,O
R,EX,EXPLORER OF THE SEAS,P2,PANORAMIC OCEAN VIEW STATEROOM,O
R,EX,EXPLORER OF THE SEAS,RS,ROYAL SUITE,O
R,EX,EXPLORER OF THE SEAS,SB,SPA LARGE BALCONY CABIN,X
R,EX,EXPLORER OF THE SEAS,S2,SPA MID SHIP,X
R,EX,EXPLORER OF THE SEAS,S4,SPA FWD AND AFT,X
R,EX,EXPLORER OF THE SEAS,TR,"ATRIUM STATEROOM, VIEW ROYAL PROMENADE",I
R,EX,EXPLORER OF THE SEAS,VB,INTERIOR STATEROOM WITH VIRTUAL BALCONY,I
R,EX,EXPLORER OF THE SEAS,W,DELUXE STATEROOM GUARANTEE,X
R,EX,EXPLORER OF THE SEAS,1M,SPACIOUS OCEAN VIEW,O
R,EX,EXPLORER OF THE SEAS,4V,INTERIOR,I
R,EX,EXPLORER OF THE SEAS,1T,PROMENADE VIEW INTERIOR,I
R,EX,EXPLORER OF THE SEAS,4N,OCEANVIEW,O
R,EX,EXPLORER OF THE SEAS,4U,INTERIOR WITH VIRTUAL BALCONY,I
R,EX,EXPLORER OF THE SEAS,PR,PROMENADE STATEROOM W/ VIEW OF ROYAL PROMENADE,I
R,EX,EXPLORER OF THE SEAS,5D,OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,6B,SPACIOUS OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,6D,OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,6V,INTERIOR,I
R,EX,EXPLORER OF THE SEAS,7D,OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,8N,OCEAN VIEW,O
R,EX,EXPLORER OF THE SEAS,4M,SPACIOUS OCEAN VIEW,O
R,EX,EXPLORER OF THE SEAS,4D,OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,4B,SPACIOUS OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,3V,INTERIOR,I
R,EX,EXPLORER OF THE SEAS,1V,INTERIOR,I
R,EX,EXPLORER OF THE SEAS,2B,SPACIOUS OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,2D,OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,2N,OCEAN VIEW,O
R,EX,EXPLORER OF THE SEAS,1N,OCEAN VIEW,O
R,EX,EXPLORER OF THE SEAS,2T,PROMENADE VIEW INTERIOR,I
R,EX,EXPLORER OF THE SEAS,3B,SPACIOUS OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,3D,OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,3M,OCEANVIEW,O
R,EX,EXPLORER OF THE SEAS,3N,OCEAN VIEW,O
R,EX,EXPLORER OF THE SEAS,2U,INTERIOR WITH VIRTUAL BALCONY,I
R,EX,EXPLORER OF THE SEAS,PF,PANORAMIC VIEW FAMILY STATEROOM,O
R,EX,EXPLORER OF THE SEAS,Q,"INSIDE STEROOM, TWO TWINS CONVERTS TO QUEEN SIZE",I
R,EX,EXPLORER OF THE SEAS,OS,"OWNERS SUITE WITH LIVING AREA, PRIVATE BATH/TUB",O
R,EX,EXPLORER OF THE SEAS,CP,CONNECTING PROMENADE,I
R,EX,EXPLORER OF THE SEAS,CR,CREW CABIN CATEGORY,X
R,EX,EXPLORER OF THE SEAS,DA,DELUXE OCEAN VIEW STATEROOM WITH SITTING ROOM AREA,O
R,EX,EXPLORER OF THE SEAS,DB,DELUXE OCEAN VIEW STATEROOM WITH SITTING ROOM AREA,O
R,EX,EXPLORER OF THE SEAS,D1,"SUPERIOR OCEAN VIEW STATEROOM, PRIVATE BALCONY",O
R,EX,EXPLORER OF THE SEAS,D2,SUPERIOR OCEANVIEW SR W/BALCONY AND SITTING ROOM,O
R,EX,EXPLORER OF THE SEAS,D3,SUPERIOR OCEANVIEW SR W/BALCONY AND SITTING ROOM,O
R,EX,EXPLORER OF THE SEAS,D6,SUPERIOR OCEAN VIEW STATEROOM WITH PRIVATE BALCONY,O
R,EX,EXPLORER OF THE SEAS,D7,SUPERIOR OCEAN VIEW STATEROOM WITH PRIVATE BALCONY,O
R,EX,EXPLORER OF THE SEAS,CO,CONNECTING OCEANVIEW,O
R,EX,EXPLORER OF THE SEAS,CI,CONNECTING INSIDE,I
R,EX,EXPLORER OF THE SEAS,CG,CREW CABIN CATEGORY- GUEST OUTFITTED STATEROOM,X
R,EX,EXPLORER OF THE SEAS,CF,CREW CABIN CATEGORY- CREW FAMILY,X
R,EX,EXPLORER OF THE SEAS,A,"OWNER SUITE,LIVING AREA,REFRIGERATOR/BAR",O
R,EX,EXPLORER OF THE SEAS,AA,ROYAL FAMILY SUITE TWO BEDROOMS TWO BATHROOMS(ONE,O
R,EX,EXPLORER OF THE SEAS,AW,ACCESSIBLE SUITE,O
R,EX,EXPLORER OF THE SEAS,P,"INSIDE STATEROOM,TWO TWINS CONVERT TO QUEEN SIZE",I
R,EX,EXPLORER OF THE SEAS,D8,SUPERIOR OCEAN VIEW STATEROOM WITH PRIVATE BALCONY,O
R,EX,EXPLORER OF THE SEAS,AY,ACCESSIBLE OCEAN VIEW,O
R,EX,EXPLORER OF THE SEAS,B,"GRAND OCEAN VIEW SUITE, SITTING AREA W/SOFA",O
R,EX,EXPLORER OF THE SEAS,BC,TWO BALCONY CONNECTED STATEROOMS,O
R,EX,EXPLORER OF THE SEAS,C,"SUPERIOR OCEAN VIEW SUITE,SITTING AREA W/SOFA",O
R,EX,EXPLORER OF THE SEAS,CB,CONNECTING BALCONY,B
R,EX,EXPLORER OF THE SEAS,AZ,ACCESSIBLE INSIDE,I
R,EX,EXPLORER OF THE SEAS,D9,SUPERIOR OCEAN VIEW STATROOM PRIVATE BALCONY,O
R,EX,EXPLORER OF THE SEAS,AX,ACCESSIBLE BALCONY,O
R,EX,EXPLORER OF THE SEAS,E1,DELUXE OCEANVIEW SR W/ BALCONY AND SITTING ROOM,O
R,EX,EXPLORER OF THE SEAS,J2,JUNIOR SUITE,O
R,EX,EXPLORER OF THE SEAS,J3,QUAD JS REGULAR BALCONY,O
R,EX,EXPLORER OF THE SEAS,J4,DOUBLE JS REGULAR BALCONY,O
R,EX,EXPLORER OF THE SEAS,K,INSIDE STATEROOM,I
R,EX,EXPLORER OF THE SEAS,L,INSIDE STATEROOM,I
R,EX,EXPLORER OF THE SEAS,M,"INSIDE STATEROOM,TWO TWIN BEDS CONVERTS TO QUEEN",I
R,EX,EXPLORER OF THE SEAS,N,"INSIDE STATEROOM, TWO TWIN BEDS CONVERTS TO QUEEN",I
R,EX,EXPLORER OF THE SEAS,OC,TWO OCEAN VIEW CONNECTED STATEROOMS,O
R,EX,EXPLORER OF THE SEAS,E,FAMILY CABIN ACCOMMODATES SIX.SOFA AND/OR,O
R,EX,EXPLORER OF THE SEAS,JS,"JUNIOR SUITE WITH PRIVATE BALCONY AND BATH/TUB,",O
R,EX,EXPLORER OF THE SEAS,J,INTERIOR STATEROOM WITH VIRTUAL BALCONY,I
R,EX,EXPLORER OF THE SEAS,O,"INSIDE STATEROOM,TWO TWINS CONVERT QUEEN SIZE",I
R,EX,EXPLORER OF THE SEAS,I,"OUTSIDE STATEROOM,LARGE ROUND WINDOWS, TWO TWINS",O
R,EX,EXPLORER OF THE SEAS,E3,DELUXE OCEAN VIEW BALCONY,O
R,EX,EXPLORER OF THE SEAS,E2,DELUXE OCEANVIEW SR W/ BALCONY AND SITTING ROOM,O
R,EX,EXPLORER OF THE SEAS,F,"LARGER OUTSIDE STATEROOM, TWO TWINS CONVERTS",O
R,EX,EXPLORER OF THE SEAS,IC,TWO INTERIOR CONNECTED STATEROOMS,I
R,EX,EXPLORER OF THE SEAS,FO,FAMILY OCEANVIEW SR - ACCOMMODATES 6 WITH SOFA,O
R,EX,EXPLORER OF THE SEAS,G,OUTSIDE STATEROOM,O
R,EX,EXPLORER OF THE SEAS,GS,"GRAND SUITE WITH PRIVATE BALCONY AND BATH/TUB,",O
R,EX,EXPLORER OF THE SEAS,GT,GRAND SUITE - 2 BDRM,O
R,EX,EXPLORER OF THE SEAS,H,"OUTSIDE STATEROOM,LARGE WINDOWS QUEEN BED CONVERTS",O
R,EX,EXPLORER OF THE SEAS,FS,ROYAL FAMILY SUITE WITH 2 BED/BATHROOMS (ONE W/,O
R,FR,FREEDOM OF THE SEAS,Z,INTERIOR STATEROOM GUARANTEE,X
R,FR,FREEDOM OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,FR,FREEDOM OF THE SEAS,1B,SPACIOUS OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,1M,STUDIO OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,1K,ULTRA SPACIOUS OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,1L,SPACIOUS PANORAMIC OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,1N,OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,1D,OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,YO,OCEAN VIEW GUARANTEE,X
R,FR,FREEDOM OF THE SEAS,WS,DELUXE/SUITE GUARANTEE,X
R,FR,FREEDOM OF THE SEAS,XS,SPA GTY,X
R,FR,FREEDOM OF THE SEAS,S2,SPA MID SHIP,X
R,FR,FREEDOM OF THE SEAS,1Q,SPACIOUS PROMENADE VIEW INTERIOR,I
R,FR,FREEDOM OF THE SEAS,S4,SPA FWD AND AFT,X
R,FR,FREEDOM OF THE SEAS,Y,OCEANVIEW STATEROOM GUARANTEE,X
R,FR,FREEDOM OF THE SEAS,VP,OCEAN VIEW PANORAMIC SUITE (NO BALCONY),O
R,FR,FREEDOM OF THE SEAS,W,DELUXE STATEROOM GUARANTEE,X
R,FR,FREEDOM OF THE SEAS,X,BALCONY STATEROOM GUARANTEE,X
R,FR,FREEDOM OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,FR,FREEDOM OF THE SEAS,VS,VILLA SUITE - 4 BDRM,O
R,FR,FREEDOM OF THE SEAS,1R,SPACIOUS INTERIOR,I
R,FR,FREEDOM OF THE SEAS,3N,OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,1V,INTERIOR,I
R,FR,FREEDOM OF THE SEAS,4M,SPACIOUS OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,4N,OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,4V,INTERIOR,I
R,FR,FREEDOM OF THE SEAS,8N,OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,5D,OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,6D,OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,6V,INTERIOR,I
R,FR,FREEDOM OF THE SEAS,SB,SPA LARGE BALCONY CABIN,X
R,FR,FREEDOM OF THE SEAS,6B,SPACIOUS OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,1T,PROMENADE VIEW INTERIOR,I
R,FR,FREEDOM OF THE SEAS,4B,SPACIOUS OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,3M,OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,2B,SPACIOUS OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,2D,OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,2N,OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,3V,INTERIOR,I
R,FR,FREEDOM OF THE SEAS,2S,PROMENADE VIEW INTERIOR,I
R,FR,FREEDOM OF THE SEAS,2V,STUDIO INTERIOR,I
R,FR,FREEDOM OF THE SEAS,3B,SPACIOUS OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,3D,OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,2T,PROMENADE VIEW INTERIOR,I
R,FR,FREEDOM OF THE SEAS,RS,ROYAL SUITE,O
R,FR,FREEDOM OF THE SEAS,4D,OCEANVIEW BALCONY,B
R,FR,FREEDOM OF THE SEAS,P2,PANORAMIC VIEW,O
R,FR,FREEDOM OF THE SEAS,F,LARGER OCEANVIEW STATEROOM,O
R,FR,FREEDOM OF THE SEAS,E3,DELUXE OCEAN VIEW BALCONY,O
R,FR,FREEDOM OF THE SEAS,E2,DELUXE OCEANVIEW STATEROOM,O
R,FR,FREEDOM OF THE SEAS,E1,DELUXE OCEANVIEW STATEROOM,O
R,FR,FREEDOM OF THE SEAS,D3,SUPERIOR OCEANVIEW STATEROOM,O
R,FR,FREEDOM OF THE SEAS,D2,SUPERIOR OCEANVIEW STATEROOM,O
R,FR,FREEDOM OF THE SEAS,D1,SUPERIOR OCEANVIEW STATEROOM,O
R,FR,FREEDOM OF THE SEAS,CR,CREW CABIN CATEGORY,X
R,FR,FREEDOM OF THE SEAS,CP,CONNECTING PROMENADE,I
R,FR,FREEDOM OF THE SEAS,CO,CONNECTING OCEANVIEW,O
R,FR,FREEDOM OF THE SEAS,CI,CONNECTING INSIDE,I
R,FR,FREEDOM OF THE SEAS,Q,INSIDE STATEROOM,I
R,FR,FREEDOM OF THE SEAS,AW,ACCESSIBLE SUITE,O
R,FR,FREEDOM OF THE SEAS,AX,ACCESSIBLE BALCONY,O
R,FR,FREEDOM OF THE SEAS,FI,FAMILY INSIDE STATEROOM,I
R,FR,FREEDOM OF THE SEAS,AY,ACCESSIBLE OCEAN VIEW,O
R,FR,FREEDOM OF THE SEAS,CB,CONNECTING BALCONY,B
R,FR,FREEDOM OF THE SEAS,CF,CREW CABIN CATEGORY- CREW FAMILY,X
R,FR,FREEDOM OF THE SEAS,CG,CREW CABIN CATEGORY- GUEST OUTFITTED STATEROOM,X
R,FR,FREEDOM OF THE SEAS,BC,TWO BALCONY CONNECTED STATEROOMS,O
R,FR,FREEDOM OF THE SEAS,FO,FAMILY OCEANVIEW STATEROOM,O
R,FR,FREEDOM OF THE SEAS,AZ,ACCESSIBLE INSIDE,I
R,FR,FREEDOM OF THE SEAS,FS,ROYAL FAMILY SUITE,O
R,FR,FREEDOM OF THE SEAS,M,INSIDE STATEROOM,I
R,FR,FREEDOM OF THE SEAS,N,INSIDE STATEROOM,I
R,FR,FREEDOM OF THE SEAS,OC,TWO OCEAN VIEW CONNECTED STATEROOMS,O
R,FR,FREEDOM OF THE SEAS,L,INSIDE STATEROOM,I
R,FR,FREEDOM OF THE SEAS,OS,OWNER'S SUITE,O
R,FR,FREEDOM OF THE SEAS,PS,FOUR BEDROOM FAMILY SUITE WITH BALCONY,O
R,FR,FREEDOM OF THE SEAS,P1,PANORAMIC VIEW,O
R,FR,FREEDOM OF THE SEAS,FP,FAMILY PROMENADE STATEROOM,I
R,FR,FREEDOM OF THE SEAS,PF,PANORAMIC VIEW FAMILY STATEROOM,O
R,FR,FREEDOM OF THE SEAS,K,INSIDE STATEROOM,I
R,FR,FREEDOM OF THE SEAS,PR,PROMENADE STATEROOM,I
R,FR,FREEDOM OF THE SEAS,J3,QUAD JS REGULAR BALCONY,O
R,FR,FREEDOM OF THE SEAS,J4,DOUBLE JS REGULAR BALCONY,O
R,FR,FREEDOM OF THE SEAS,GS,GRAND SUITE - 1 BEDROOM,O
R,FR,FREEDOM OF THE SEAS,H,OCEANVIEW STATEROOM,O
R,FR,FREEDOM OF THE SEAS,GT,GRAND SUITE - 2 BDRM,O
R,FR,FREEDOM OF THE SEAS,G,OCEANVIEW STATEROOM,O
R,FR,FREEDOM OF THE SEAS,IC,TWO INTERIOR CONNECTED STATEROOMS,I
R,FR,FREEDOM OF THE SEAS,J2,JUNIOR SUITE,O
R,FR,FREEDOM OF THE SEAS,JS,JUNIOR SUITE,O
R,FR,FREEDOM OF THE SEAS,I,OCEANVIEW STATEROOM,O
R,GR,GRANDEUR OF THE SEAS,SH,SHARE GUARANTEE,X
R,GR,GRANDEUR OF THE SEAS,VO,OCEAN VIEW SUITE (NO BALCONY),O
R,GR,GRANDEUR OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,GR,GRANDEUR OF THE SEAS,S,SINGLE GUARANTEE,X
R,GR,GRANDEUR OF THE SEAS,X,BALCONY STATEROOM GUARANTEE,X
R,GR,GRANDEUR OF THE SEAS,W,DELUXE STATEROOM GUARANTEE,X
R,GR,GRANDEUR OF THE SEAS,WS,DELUXE/SUITE GUARANTEE,X
R,GR,GRANDEUR OF THE SEAS,PV,PREFERRED OCEAN VIEW STATEROOM,O
R,GR,GRANDEUR OF THE SEAS,R,ROYAL SUITE,O
R,GR,GRANDEUR OF THE SEAS,Q,STANDARD INSIDE,I
R,GR,GRANDEUR OF THE SEAS,P,STANDARD INSIDE,I
R,GR,GRANDEUR OF THE SEAS,OF,LARGE FAMILY OUTSIDE,O
R,GR,GRANDEUR OF THE SEAS,OC,TWO OCEAN VIEW CONNECTED STATEROOMS,O
R,GR,GRANDEUR OF THE SEAS,Y,OCEANVIEW STATEROOM GUARANTEE,X
R,GR,GRANDEUR OF THE SEAS,O,STANDARD INSIDE,I
R,GR,GRANDEUR OF THE SEAS,RS,ROYAL SUITE - 1 BDRM,O
R,GR,GRANDEUR OF THE SEAS,YO,OCEAN VIEW GUARANTEE,X
R,GR,GRANDEUR OF THE SEAS,3N,OCEAN VIEW,O
R,GR,GRANDEUR OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,GR,GRANDEUR OF THE SEAS,N,STANDARD INSIDE,I
R,GR,GRANDEUR OF THE SEAS,6V,INTERIOR,I
R,GR,GRANDEUR OF THE SEAS,6N,OCEAN VIEW,O
