Brand,Ship Code,Ship Name,Deck Code,Deck Name,Deck Number
R,OV,OVATION OF THE SEAS,07,DECK SEVEN,7
R,OV,OVATION OF THE SEAS,08,DECK EIGHT,8
R,OV,OVATION OF THE SEAS,03,DECK THREE,3
R,OV,OVATION OF THE SEAS,10,DECK TEN,10
R,OV,OVATION OF THE SEAS,12,DECK TWELVE,12
R,OV,OVATION OF THE SEAS,13,DECK THIRTEEN,13
R,OV,OVATION OF THE SEAS,14,DECK FOURTEEN,14
R,OV,OVATION OF THE SEAS,15,DECK FIFTEEN,15
R,OV,OVATION OF THE SEAS,16,DECK SIXTEEN,16
R,OV,OVATION OF THE SEAS,11,DECK ELEVEN,11
R,OY,ODYSSEY OF THE SEAS,03,DECK THREE,3
R,OY,ODYSSEY OF THE SEAS,07,DECK SEVEN,7
R,OY,ODYSSEY OF THE SEAS,04,DECK FOUR,4
R,OY,ODYSSEY OF THE SEAS,05,DECK FIVE,5
R,OY,ODYSSEY OF THE SEAS,08,DECK EIGHT,8
R,OY,ODYSSEY OF THE SEAS,06,DECK SIX,6
R,OY,ODYSSEY OF THE SEAS,09,DECK NINE,9
R,OY,ODYSSEY OF THE SEAS,12,DECK TWELVE,12
R,OY,ODYSSEY OF THE SEAS,11,DECK ELEVEN,11
R,OY,ODYSSEY OF THE SEAS,13,DECK THIRTEEN,13
R,OY,ODYSSEY OF THE SEAS,14,DECK FOURTEEN,14
R,OY,ODYSSEY OF THE SEAS,15,DECK FIFTEEN,15
R,OY,ODYSSEY OF THE SEAS,16,DECK SIXTEEN,16
R,OY,ODYSSEY OF THE SEAS,10,DECK TEN,10
R,QN,QUANTUM OF THE SEAS,07,DECK SEVEN,7
R,QN,QUANTUM OF THE SEAS,06,DECK SIX,6
R,QN,QUANTUM OF THE SEAS,03,DECK THREE,3
R,QN,QUANTUM OF THE SEAS,08,DECK EIGHT,8
R,QN,QUANTUM OF THE SEAS,05,DECK FIVE,5
R,QN,QUANTUM OF THE SEAS,09,DECK NINE,9
R,QN,QUANTUM OF THE SEAS,04,DECK FOUR,4
R,QN,QUANTUM OF THE SEAS,11,DECK ELEVEN,11
R,QN,QUANTUM OF THE SEAS,12,DECK TWELVE,12
R,QN,QUANTUM OF THE SEAS,13,DECK THIRTEEN,13
R,QN,QUANTUM OF THE SEAS,14,DECK FOURTEEN,14
R,QN,QUANTUM OF THE SEAS,15,DECK FIFTEEN,15
R,QN,QUANTUM OF THE SEAS,16,DECK SIXTEEN,16
R,QN,QUANTUM OF THE SEAS,10,DECK TEN,10
R,RD,RADIANCE OF THE SEAS,06,DECK SIX,6
R,RD,RADIANCE OF THE SEAS,05,DECK FIVE,5
R,RD,RADIANCE OF THE SEAS,02,DECK TWO,2
R,RD,RADIANCE OF THE SEAS,03,DECK THREE,3
R,RD,RADIANCE OF THE SEAS,04,DECK FOUR,4
R,RD,RADIANCE OF THE SEAS,07,DECK SEVEN,7
R,RD,RADIANCE OF THE SEAS,09,DECK NINE,9
R,RD,RADIANCE OF THE SEAS,10,DECK TEN,10
R,RD,RADIANCE OF THE SEAS,11,DECK ELEVEN,11
R,RD,RADIANCE OF THE SEAS,12,DECK TWELVE,12
R,RD,RADIANCE OF THE SEAS,13,DECK THIRTEEN,13
R,RD,RADIANCE OF THE SEAS,08,DECK EIGHT,8
R,RH,RHAPSODY OF THE SEAS,MR,DECK SIX,6
R,RH,RHAPSODY OF THE SEAS,AD,DECK THREE,3
R,RH,RHAPSODY OF THE SEAS,BD,DECK TWO,2
R,RH,RHAPSODY OF THE SEAS,PD,DECK FIVE,5
R,RH,RHAPSODY OF THE SEAS,CM,DECK SEVEN,7
R,RH,RHAPSODY OF THE SEAS,MD,DECK FOUR,4
R,RH,RHAPSODY OF THE SEAS,SD,DECK NINE,9
R,RH,RHAPSODY OF THE SEAS,CD,DECK TEN,10
R,RH,RHAPSODY OF THE SEAS,VC,DECK ELEVEN,11
R,RH,RHAPSODY OF THE SEAS,12,DECK TWELVE,12
R,RH,RHAPSODY OF THE SEAS,BR,DECK EIGHT,8
R,SC,SPECTRUM OF THE SEAS,07,DECK SEVEN,7
R,SC,SPECTRUM OF THE SEAS,06,DECK SIX,6
R,SC,SPECTRUM OF THE SEAS,04,DECK FOUR,4
R,SC,SPECTRUM OF THE SEAS,08,DECK EIGHT,8
R,SC,SPECTRUM OF THE SEAS,05,DECK FIVE,5
R,SC,SPECTRUM OF THE SEAS,09,DECK NINE,9
R,SC,SPECTRUM OF THE SEAS,03,DECK THREE,3
R,SC,SPECTRUM OF THE SEAS,11,DECK ELEVEN,11
R,SC,SPECTRUM OF THE SEAS,16,DECK SIXTEEN,16
R,SC,SPECTRUM OF THE SEAS,15,DECK FIFTEEN,15
R,SC,SPECTRUM OF THE SEAS,10,DECK TEN,10
R,SC,SPECTRUM OF THE SEAS,13,DECK THIRTEEN,13
R,SC,SPECTRUM OF THE SEAS,12,DECK TWELVE,12
R,SC,SPECTRUM OF THE SEAS,14,DECK FOURTEEN,14
R,SR,SERENADE OF THE SEAS,07,DECK SEVEN,7
R,SR,SERENADE OF THE SEAS,03,DECK THREE,3
R,SR,SERENADE OF THE SEAS,04,DECK FOUR,4
R,SR,SERENADE OF THE SEAS,05,DECK FIVE,5
R,SR,SERENADE OF THE SEAS,06,DECK SIX,6
R,SR,SERENADE OF THE SEAS,02,DECK TWO,2
R,SR,SERENADE OF THE SEAS,08,DECK EIGHT,8
R,SR,SERENADE OF THE SEAS,10,DECK TEN,10
R,SR,SERENADE OF THE SEAS,11,DECK ELEVEN,11
R,SR,SERENADE OF THE SEAS,12,DECK TWELVE,12
R,SR,SERENADE OF THE SEAS,13,DECK THIRTEEN,13
R,SR,SERENADE OF THE SEAS,09,DECK NINE,9
R,SY,SYMPHONY OF THE SEAS,08,DECK EIGHT,8
R,SY,SYMPHONY OF THE SEAS,07,DECK SEVEN,7
R,SY,SYMPHONY OF THE SEAS,04,DECK FOUR,4
R,SY,SYMPHONY OF THE SEAS,05,DECK FIVE,5
R,SY,SYMPHONY OF THE SEAS,03,DECK THREE,3
R,SY,SYMPHONY OF THE SEAS,06,DECK SIX,6
R,SY,SYMPHONY OF THE SEAS,10,DECK TEN,10
R,SY,SYMPHONY OF THE SEAS,09,DECK NINE,9
R,SY,SYMPHONY OF THE SEAS,12,DECK TWELVE,12
R,SY,SYMPHONY OF THE SEAS,14,DECK FOURTEEN,14
R,SY,SYMPHONY OF THE SEAS,15,DECK FIFTEEN,15
R,SY,SYMPHONY OF THE SEAS,16,DECK SIXTEEN,16
R,SY,SYMPHONY OF THE SEAS,17,DECK SEVENTEEN,17
R,SY,SYMPHONY OF THE SEAS,18,DECK EIGHTEEN,18
R,SY,SYMPHONY OF THE SEAS,11,DECK ELEVEN,11
R,UT,UTOPIA OF THE SEAS,07,DECK SEVEN,7
R,UT,UTOPIA OF THE SEAS,06,DECK SIX,6
R,UT,UTOPIA OF THE SEAS,02,DECK TWO,2
R,UT,UTOPIA OF THE SEAS,03,DECK THREE,3
R,UT,UTOPIA OF THE SEAS,08,DECK EIGHT,8
R,UT,UTOPIA OF THE SEAS,05,DECK FIVE,5
R,UT,UTOPIA OF THE SEAS,09,DECK NINE,9
R,UT,UTOPIA OF THE SEAS,04,DECK FOUR,4
R,UT,UTOPIA OF THE SEAS,11,DECK ELEVEN,11
R,UT,UTOPIA OF THE SEAS,17,DECK SEVENTEEN,17
R,UT,UTOPIA OF THE SEAS,16,DECK SIXTEEN,16
R,UT,UTOPIA OF THE SEAS,18,DECK EIGHTEEN,18
R,UT,UTOPIA OF THE SEAS,14,DECK FOURTEEN,14
R,UT,UTOPIA OF THE SEAS,12,DECK TWELVE,12
R,UT,UTOPIA OF THE SEAS,15,DECK FIFTEEN,15
R,UT,UTOPIA OF THE SEAS,10,DECK TEN,10
R,VI,VISION OF THE SEAS,MR,DECK SIX,6
R,VI,VISION OF THE SEAS,BD,DECK TWO,2
R,VI,VISION OF THE SEAS,AD,DECK THREE,3
R,VI,VISION OF THE SEAS,MD,DECK FOUR,4
R,VI,VISION OF THE SEAS,PD,DECK FIVE,5
R,VI,VISION OF THE SEAS,BR,DECK EIGHT,8
R,VI,VISION OF THE SEAS,SD,DECK NINE,9
R,VI,VISION OF THE SEAS,CD,DECK TEN,10
R,VI,VISION OF THE SEAS,VC,DECK ELEVEN,11
R,VI,VISION OF THE SEAS,SH,DECK TWELVE,12
R,VI,VISION OF THE SEAS,CM,DECK SEVEN,7
R,VY,VOYAGER OF THE SEAS,07,DECK SEVEN,7
R,VY,VOYAGER OF THE SEAS,06,DECK SIX,6
R,VY,VOYAGER OF THE SEAS,03,DECK THREE,3
R,VY,VOYAGER OF THE SEAS,04,DECK FOUR,4
R,VY,VOYAGER OF THE SEAS,02,DECK TWO,2
R,VY,VOYAGER OF THE SEAS,05,DECK FIVE,5
R,VY,VOYAGER OF THE SEAS,08,DECK EIGHT,8
R,VY,VOYAGER OF THE SEAS,10,DECK TEN,10
R,VY,VOYAGER OF THE SEAS,11,DECK ELEVEN,11
R,VY,VOYAGER OF THE SEAS,15,DECK FIFTEEN,15
R,VY,VOYAGER OF THE SEAS,14,DECK FOURTEEN,14
R,VY,VOYAGER OF THE SEAS,09,DECK NINE,9
R,VY,VOYAGER OF THE SEAS,12,DECK TWELVE,12
R,VY,VOYAGER OF THE SEAS,13,DECK THIRTEEN,13
R,WC,ULTIMATE WORLD CRUISE,05,DECK FIVE,5
R,WC,ULTIMATE WORLD CRUISE,02,DECK TWO,2
R,WC,ULTIMATE WORLD CRUISE,03,DECK THREE,3
R,WC,ULTIMATE WORLD CRUISE,04,DECK FOUR,4
R,WC,ULTIMATE WORLD CRUISE,06,DECK SIX,6
R,WC,ULTIMATE WORLD CRUISE,07,DECK SEVEN,7
R,WC,ULTIMATE WORLD CRUISE,09,DECK NINE,9
R,WC,ULTIMATE WORLD CRUISE,10,DECK TEN,10
R,WC,ULTIMATE WORLD CRUISE,11,DECK ELEVEN,11
R,WC,ULTIMATE WORLD CRUISE,12,DECK TWELVE,12
R,WC,ULTIMATE WORLD CRUISE,13,DECK THIRTEEN,13
R,WC,ULTIMATE WORLD CRUISE,08,DECK EIGHT,8
R,WN,WONDER OF THE SEAS,08,DECK EIGHT,8
R,WN,WONDER OF THE SEAS,07,DECK SEVEN,7
R,WN,WONDER OF THE SEAS,06,DECK SIX,6
R,WN,WONDER OF THE SEAS,03,DECK THREE,3
R,WN,WONDER OF THE SEAS,04,DECK FOUR,4
R,WN,WONDER OF THE SEAS,05,DECK FIVE,5
R,WN,WONDER OF THE SEAS,09,DECK NINE,9
R,WN,WONDER OF THE SEAS,18,DECK EIGHTEEN,18
R,WN,WONDER OF THE SEAS,11,DECK ELEVEN,11
R,WN,WONDER OF THE SEAS,10,DECK TEN,10
R,WN,WONDER OF THE SEAS,16,DECK SIXTEEN,16
R,WN,WONDER OF THE SEAS,17,DECK SEVENTEEN,17
R,WN,WONDER OF THE SEAS,14,DECK FOURTEEN,14
R,WN,WONDER OF THE SEAS,12,DECK TWELVE,12
R,WN,WONDER OF THE SEAS,15,DECK FIFTEEN,15
Z,AW,AZAMARA WORLD CRUISE,03,DECK THREE,3
Z,AW,AZAMARA WORLD CRUISE,04,DECK FOUR,4
Z,AW,AZAMARA WORLD CRUISE,05,DECK FIVE,5
Z,AW,AZAMARA WORLD CRUISE,07,DECK SEVEN,7
Z,AW,AZAMARA WORLD CRUISE,06,DECK SIX,6
Z,AW,AZAMARA WORLD CRUISE,09,DECK NINE,9
Z,AW,AZAMARA WORLD CRUISE,10,DECK TEN,10
Z,AW,AZAMARA WORLD CRUISE,11,DECK ELEVEN,11
Z,AW,AZAMARA WORLD CRUISE,08,DECK EIGHT,8
Z,JR,AZAMARA JOURNEY,03,DECK THREE,3
Z,JR,AZAMARA JOURNEY,04,DECK FOUR,4
Z,JR,AZAMARA JOURNEY,05,DECK FIVE,5
Z,JR,AZAMARA JOURNEY,06,DECK SIX,6
Z,JR,AZAMARA JOURNEY,07,DECK SEVEN,7
Z,JR,AZAMARA JOURNEY,08,DECK EIGHT,8
Z,JR,AZAMARA JOURNEY,09,DECK NINE,9
Z,JR,AZAMARA JOURNEY,10,DECK TEN,10
Z,JR,AZAMARA JOURNEY,11,DECK ELEVEN,11
Z,ON,AZAMARA ONWARD,04,DECK FOUR,4
Z,ON,AZAMARA ONWARD,03,DECK THREE,3
Z,ON,AZAMARA ONWARD,06,DECK SIX,6
Z,ON,AZAMARA ONWARD,07,DECK SEVEN,7
Z,ON,AZAMARA ONWARD,05,DECK FIVE,5
Z,ON,AZAMARA ONWARD,09,DECK NINE,9
Z,ON,AZAMARA ONWARD,10,DECK TEN,10
Z,ON,AZAMARA ONWARD,11,DECK ELEVEN,11
Z,ON,AZAMARA ONWARD,08,DECK EIGHT,8
Z,PR,AZAMARA PURSUIT,04,DECK FOUR,4
Z,PR,AZAMARA PURSUIT,06,DECK SIX,6
Z,PR,AZAMARA PURSUIT,07,DECK SEVEN,7
Z,PR,AZAMARA PURSUIT,05,DECK FIVE,5
Z,PR,AZAMARA PURSUIT,09,DECK NINE,9
Z,PR,AZAMARA PURSUIT,10,DECK TEN,10
Z,PR,AZAMARA PURSUIT,11,DECK ELEVEN,11
Z,PR,AZAMARA PURSUIT,08,DECK EIGHT,8
Z,QS,AZAMARA QUEST,05,DECK FIVE,5
Z,QS,AZAMARA QUEST,06,DECK SIX,6
Z,QS,AZAMARA QUEST,07,DECK SEVEN,7
Z,QS,AZAMARA QUEST,09,DECK NINE,9
Z,QS,AZAMARA QUEST,10,DECK TEN,10
Z,QS,AZAMARA QUEST,11,DECK ELEVEN,11
Z,QS,AZAMARA QUEST,04,DECK FOUR,4
Z,QS,AZAMARA QUEST,08,DECK EIGHT,8
Z,QS,AZAMARA QUEST,03,DECK THREE,3
